x1	x2	x3	x4	x5	x6	choice
   0.06652	  -0.13574	   0.89312	  -0.27576	   0.78501	   1.34032	   1.00000
   0.30247	  -0.13497	  -0.13844	  -0.37765	   0.84419	  -0.26503	   1.00000
  -0.63432	   1.00534	  -0.25153	   0.02896	  -2.62911	  -0.13957	   1.00000
  -0.36274	  -0.85433	   0.54903	   0.42711	   0.08596	  -0.11301	   0.00000
  -0.67246	  -1.79477	   1.65557	  -1.47031	  -0.88961	  -0.26447	   0.00000
  -0.35955	   0.98291	  -1.32727	  -0.82420	  -0.60725	   0.83631	   1.00000
  -0.81315	   0.80277	  -0.13253	  -0.93408	   0.57434	   1.41733	   1.00000
  -1.72628	  -0.46740	  -2.07549	  -0.09653	   1.13319	  -0.01397	   0.00000
   0.17743	  -1.41423	   0.60279	  -0.31299	  -0.49919	   0.01410	   0.00000
  -0.40178	  -1.11999	   0.48613	  -2.11000	  -0.64778	  -1.38675	   0.00000
  -1.63020	   0.88720	   2.04497	  -0.49616	  -0.57785	  -0.28969	   1.00000
   0.46278	   0.07628	  -0.68948	  -0.62329	   0.04183	   1.43944	   1.00000
  -0.90730	   1.22313	   0.37899	  -0.46504	   0.48817	   0.03711	   1.00000
   0.05195	  -0.66564	   0.38948	   0.97000	  -0.97912	   0.47299	   0.00000
   0.72909	  -0.34127	   1.21218	  -0.17447	   0.12326	  -1.64487	   1.00000
   0.12898	  -0.50466	   0.11366	   1.51804	  -0.83176	   1.92835	   0.00000
   1.13940	   0.32757	  -1.03788	   0.63579	  -0.43151	  -0.05409	   1.00000
  -1.23483	   1.14239	   1.50677	  -0.29571	   1.25059	  -1.55970	   1.00000
   0.40234	   0.74653	  -0.47677	  -0.73348	  -1.62511	   1.38331	   1.00000
  -0.68481	   1.79106	   1.29164	   0.35463	   0.32611	   1.49596	   1.00000
  -0.87080	  -0.07254	   1.29617	   0.14384	   0.78863	  -1.21134	   0.00000
  -0.57885	   1.24768	   1.11443	   0.01149	   0.24843	  -0.80359	   1.00000
  -0.31155	   0.07114	   0.17736	   2.31382	  -0.51348	  -0.07420	   0.00000
   0.05617	  -1.84777	  -0.28754	   0.61660	  -1.51243	  -0.00125	   0.00000
  -1.16515	   1.96591	   1.45685	   0.50942	  -1.60932	   0.59721	   1.00000
   0.90083	  -0.24107	   0.85019	   0.20268	   0.57706	  -0.50498	   1.00000
   0.46566	  -0.15780	  -0.38308	  -0.84409	   0.57308	  -0.89774	   1.00000
  -1.53624	   0.52546	  -0.62130	  -0.55760	   0.46946	  -2.43097	   1.00000
   1.48825	  -1.91167	   2.20903	   0.38672	  -0.10325	  -0.76950	   1.00000
   1.89589	   0.93481	   1.07920	   0.92361	  -1.63070	  -1.24470	   1.00000
   1.17878	   0.84595	   1.12683	   0.24063	   1.03834	   1.84967	   1.00000
  -0.17992	   0.11846	   0.14645	   0.99122	   0.31794	  -0.16000	   1.00000
  -1.07075	   0.50291	  -1.04424	   0.58961	   1.65101	   0.38519	   0.00000
   1.05445	  -0.19828	   0.31129	   0.32470	  -1.40215	   1.60988	   0.00000
  -0.40318	   0.76554	   0.95273	  -0.06313	  -1.60686	   1.32334	   1.00000
   1.22245	   0.90734	  -0.13690	  -0.84723	  -0.99872	  -0.58537	   1.00000
   0.20827	   0.19739	   0.15798	   0.47030	  -2.01064	  -1.48955	   1.00000
   0.97664	   1.37385	   0.94685	   0.56950	   2.42259	  -1.63136	   1.00000
   0.35637	  -0.98933	   1.16190	   0.13971	  -1.47113	  -1.07898	   0.00000
   0.70657	  -0.98910	   0.11171	  -0.24873	   1.04386	   0.17507	   0.00000
   0.01050	  -2.47699	  -1.25480	   1.12590	  -0.68229	  -0.86890	   0.00000
   1.78587	   0.77025	   0.00419	  -1.00273	   0.53439	  -1.29713	   1.00000
   0.12691	  -0.08613	  -1.88708	  -1.03384	  -0.21621	  -0.16021	   1.00000
   0.40199	  -0.85767	   1.81092	   1.10722	   0.49417	  -0.48102	   1.00000
   1.88315	   0.63917	   1.24676	  -0.78926	  -0.09197	   0.84134	   1.00000
  -1.34776	  -0.24720	  -1.17062	   1.69516	  -0.03626	   0.47195	   0.00000
  -1.27048	   0.23338	  -0.81986	   0.14382	   1.70263	  -1.44369	   0.00000
   0.96940	   0.87081	  -1.03885	   0.07238	  -0.58090	  -0.43377	   1.00000
  -1.17312	   0.67386	  -0.37952	   1.46238	   0.28185	   0.12311	   0.00000
   1.94362	   1.62727	   0.24719	   0.69377	   0.47028	  -0.10297	   1.00000
  -0.41362	   0.75170	   0.09784	   0.06955	  -0.70512	  -0.27898	   0.00000
  -0.74745	  -0.78834	  -0.36877	   2.17289	   0.47034	  -1.86057	   0.00000
   1.92294	  -0.80822	   1.42810	  -0.39717	   0.41831	   0.90954	   1.00000
   1.48051	  -1.37360	  -1.26683	   1.08199	  -1.09189	  -0.39674	   1.00000
   1.86756	  -0.40460	  -0.73147	   0.30438	  -1.14478	   2.45523	   1.00000
   0.90604	   1.02806	  -0.23620	   1.49867	   0.10907	   0.70072	   1.00000
  -0.86123	  -1.51878	  -0.06405	   0.69350	  -1.01834	  -1.09715	   0.00000
   1.91006	  -0.48380	   1.58501	   0.51444	  -0.07408	   0.15714	   0.00000
  -0.26800	   0.61507	   0.56841	  -0.70890	   0.82148	  -1.69937	   1.00000
   0.80246	   0.82162	  -1.01129	   2.02528	   0.27846	   1.16746	   1.00000
   0.94725	   0.12666	  -1.16076	   2.03524	  -1.24274	  -0.64459	   1.00000
  -0.15501	   0.57525	   1.63867	  -0.51406	  -0.86197	  -0.30448	   1.00000
   0.61408	   2.10624	   0.00102	  -0.43858	   0.92124	   0.68226	   1.00000
   0.92221	   0.89449	   0.65996	   0.10521	  -0.38835	  -0.64437	   1.00000
   0.37643	  -0.78715	  -0.50409	   0.70708	   0.04772	   0.28099	   0.00000
  -1.09940	  -1.39722	   1.76079	   1.12988	  -0.86940	  -0.82312	   0.00000
   0.29824	   0.32732	  -0.29872	   0.95263	  -0.12702	   0.34185	   1.00000
   1.32639	   0.79465	  -0.06997	  -0.34034	   0.49069	  -0.96462	   1.00000
  -0.69457	  -0.41602	  -0.23907	   0.36796	   0.05924	  -0.94469	   0.00000
  -0.14963	   0.71127	   0.04809	  -0.55907	  -0.25302	  -1.13122	   1.00000
  -0.43515	  -0.04054	  -0.05615	   0.55066	  -1.90487	   0.29508	   0.00000
   1.84926	  -1.70446	  -1.40123	  -1.25541	  -0.02641	  -2.09984	   1.00000
   0.67229	   0.58375	  -0.40747	   0.92126	  -0.54572	  -0.96237	   1.00000
   0.40746	  -1.00759	   1.04564	   0.37893	  -0.03548	   0.59835	   0.00000
  -0.76992	   0.72519	  -2.21159	   0.41622	   1.52657	  -0.57069	   0.00000
   0.53925	   0.94672	   0.10036	   0.88841	  -0.10194	  -2.81492	   1.00000
  -0.67433	   0.50673	  -1.17182	   0.89543	   0.74870	  -0.96443	   1.00000
   0.03183	   1.64495	   1.99436	   1.37653	  -1.51870	  -2.28304	   1.00000
  -0.63585	   0.51311	  -0.74045	   0.16695	  -1.01623	  -1.43623	   1.00000
   0.67643	   0.32601	  -1.84723	   2.19480	   0.62331	  -2.50274	   1.00000
   0.57659	   0.51652	  -0.36637	  -1.07660	   0.46436	  -1.01168	   1.00000
  -0.20830	   0.16197	   1.67818	  -0.44151	  -0.89937	  -1.38817	   1.00000
   0.39601	   1.91428	  -0.36443	  -0.80564	   0.41883	  -1.08087	   1.00000
  -1.09306	   0.68521	   0.23160	  -0.53955	  -0.20466	   1.12135	   0.00000
  -1.49126	   2.67146	  -0.63499	   1.43911	   0.02548	  -2.94260	   1.00000
   0.43939	  -1.26158	  -1.05918	  -1.05505	   1.28956	  -0.85802	   0.00000
   0.16667	   0.06338	  -0.36659	  -0.34338	   0.63102	   0.88696	   0.00000
   0.63503	  -0.61225	  -1.33709	  -0.73392	   0.34468	   1.35046	   0.00000
   2.38314	   0.70644	   1.30546	  -0.53919	  -0.55901	   1.64894	   1.00000
   0.94448	  -0.14907	   0.05500	  -0.29203	  -0.25567	  -2.03686	   1.00000
  -0.91282	   0.32145	  -1.15659	   2.49570	  -0.98969	   0.46483	   1.00000
   1.11702	  -0.34267	  -0.18783	   1.75416	  -0.52749	   0.41252	   1.00000
  -1.31591	   0.34573	  -1.71533	   0.39991	   0.29782	   1.50900	   0.00000
  -0.46158	  -0.46828	  -0.28083	  -0.56574	   0.08474	   0.16170	   0.00000
  -0.06824	   0.29189	   0.36024	  -1.45139	   1.46924	   0.29721	   0.00000
   1.71334	   0.46505	  -0.72125	   0.06738	  -1.30651	   0.34359	   1.00000
  -0.74475	   0.12497	   0.52039	   1.33117	  -0.69916	   1.25034	   0.00000
  -0.82644	   0.55993	   0.61931	  -0.90325	   0.34408	   1.69739	   0.00000
  -0.09845	   0.67862	   0.05972	  -1.18999	  -0.27183	   0.52236	   1.00000
  -0.66348	  -0.40455	   1.34199	   0.90781	  -0.56959	  -0.60741	   0.00000
   1.12664	   0.66924	   1.76102	  -0.58000	   0.01741	  -1.48006	   1.00000
  -1.07993	   0.49382	  -0.42937	  -1.03774	   1.09846	   1.01154	   0.00000
  -1.14747	   1.22094	   0.71050	  -0.63681	   0.11905	   1.27971	   1.00000
  -0.43782	   0.10369	  -0.22992	   0.35290	   0.97985	  -0.96384	   0.00000
  -0.49803	   0.69756	  -1.19546	   0.42193	   1.88797	   0.02386	   1.00000
   1.92953	  -0.66959	   1.54336	  -0.18267	   0.86737	   0.70017	   1.00000
   0.94942	  -1.29091	   0.23791	  -0.59437	  -0.91616	   1.05669	   0.00000
   0.08755	   0.19486	   0.76721	   2.25172	   0.40360	  -1.21235	   1.00000
  -1.22544	   0.19423	  -2.10981	   0.71244	   0.00356	  -1.54526	   0.00000
   0.84436	  -0.67483	   0.64156	  -0.55049	  -2.34514	  -0.71350	   0.00000
  -1.00022	  -1.99703	  -1.43045	  -0.86702	  -1.07027	  -0.29959	   0.00000
  -1.54477	   2.40577	  -0.50327	  -0.25326	  -1.68495	   1.34951	   1.00000
   1.18803	   0.62008	  -0.18086	  -0.96111	   0.56700	   1.03180	   1.00000
   0.31694	   0.37730	  -0.96986	   0.51093	  -0.02572	  -2.15185	   0.00000
   0.92086	   1.55250	   0.92862	  -0.97881	   0.03611	  -0.26086	   1.00000
   0.31873	  -1.46553	   1.22457	   0.77104	  -0.05818	   0.47286	   0.00000
   0.85683	   0.36449	  -0.85324	   0.05222	   1.08884	   0.14329	   1.00000
  -0.65103	  -0.01552	   0.38802	  -0.16424	   0.49992	  -0.51367	   1.00000
  -1.03424	   1.19856	  -1.29757	  -0.23982	   0.52195	   0.88161	   1.00000
   0.68159	  -0.41781	  -0.73566	   1.07188	   0.49084	   0.41609	   1.00000
  -0.80341	  -1.69516	   0.19698	  -0.27697	  -0.46489	   0.97427	   0.00000
  -0.68955	   0.82107	   1.28331	   0.83416	   1.26147	  -0.59110	   1.00000
  -0.45553	  -1.77367	  -0.21067	  -0.91284	   0.39100	   0.50970	   0.00000
   0.01748	  -1.05945	  -0.15303	   0.60229	   2.04386	   0.73298	   0.00000
  -0.35399	   0.72845	  -0.19892	  -1.18723	   2.36228	   0.17815	   0.00000
  -1.37495	   1.15918	   0.65610	   0.58828	  -1.12083	   0.44078	   1.00000
  -0.64362	   0.28155	   0.16755	  -0.78380	  -0.51261	  -0.75078	   0.00000
  -2.22340	  -0.39451	   0.41502	   0.00298	  -0.98870	   0.93019	   0.00000
   0.62523	  -1.98535	  -0.29400	   0.91494	  -0.51916	  -0.11368	   0.00000
  -1.60206	  -0.44234	  -0.40938	  -0.00235	  -0.22612	   0.20964	   0.00000
  -1.10438	  -0.93959	  -0.82162	  -0.34234	  -0.12526	  -0.38319	   0.00000
   0.05217	  -0.32032	  -0.47693	  -0.23427	   0.08781	   0.14376	   0.00000
  -0.73956	  -0.92232	   0.90406	  -0.25887	   0.03698	   1.91915	   0.00000
   1.54301	  -0.52976	   1.21383	   0.58612	  -0.34905	   1.16686	   0.00000
  -1.29286	   1.66348	   0.86522	   0.29016	   1.18450	  -0.03904	   1.00000
   0.26705	  -2.52647	  -1.12921	  -1.99195	  -0.29651	   0.75525	   0.00000
  -0.03928	  -2.26904	   1.07016	  -0.50773	   0.82079	   0.71858	   0.00000
  -1.16809	   0.52169	  -0.14251	  -1.05575	   0.16760	  -0.19926	   0.00000
   0.52328	  -0.37971	  -0.87247	  -1.39035	  -0.96273	   0.21914	   1.00000
  -0.17155	  -1.07271	  -1.61306	  -0.86171	   0.29797	   0.44163	   0.00000
   0.77179	  -1.29909	   0.07519	   1.81950	  -1.67639	  -1.78061	   1.00000
   0.82350	   0.17975	   0.42819	   1.49098	  -0.17887	  -0.58298	   1.00000
   2.16324	   0.26792	   0.13312	   1.15736	  -1.25509	  -1.65062	   1.00000
   1.33653	   0.77019	  -2.14107	  -3.58105	   0.78457	  -0.38004	   1.00000
  -0.36918	   1.31951	  -0.90633	  -0.94432	  -0.07729	   0.54952	   1.00000
  -0.23938	  -0.42585	  -0.36438	  -0.65634	   0.38559	  -2.45112	   1.00000
   1.09966	   0.09323	  -1.44119	  -1.99581	  -0.77460	   0.21221	   1.00000
   0.65526	  -0.10087	  -0.89831	  -0.42750	  -0.12323	  -0.65882	   0.00000
   0.64013	  -0.05280	   0.41884	  -1.99743	   0.77603	   0.23813	   0.00000
  -1.61696	  -0.24209	  -0.62463	   1.05151	   1.38182	   1.41387	   0.00000
  -0.02433	  -1.23588	   1.01371	   1.40366	  -1.01013	   0.18934	   0.00000
  -0.73803	   0.21881	  -0.04597	  -0.82394	  -0.72516	  -0.26534	   1.00000
   0.27992	   0.24743	  -1.21531	  -0.21799	  -0.20567	  -1.43418	   1.00000
  -0.09815	   0.09112	  -0.88108	   0.88432	   0.05225	  -0.01349	   0.00000
   0.91018	   0.93564	   0.90742	   0.43672	   0.18517	   1.05265	   1.00000
   0.31722	   0.66424	  -2.55599	  -0.91521	  -0.58923	  -0.44947	   1.00000
   0.78633	  -1.79884	   2.15763	   0.50928	  -1.88143	   0.39417	   0.00000
  -0.46642	  -0.97753	  -0.45903	  -0.43259	  -0.86312	   0.45769	   0.00000
  -0.94445	   1.00687	  -0.99303	  -0.28990	  -0.63606	  -0.62748	   1.00000
  -0.41005	  -0.44126	   1.86696	   0.16089	  -1.17298	  -0.48678	   0.00000
  -0.01702	   0.26307	  -0.41735	   0.04340	  -0.91798	  -0.31452	   1.00000
   0.37915	  -0.29383	   0.97351	   0.72257	   0.91771	   0.79400	   1.00000
   2.25931	   1.23985	  -0.51942	  -2.37069	   0.77391	   0.20580	   1.00000
  -0.04226	   0.15304	   1.83113	  -0.11526	   1.40549	  -0.90982	   1.00000
  -0.95595	   0.09194	  -0.21431	  -0.24434	   0.80304	   0.37798	   0.00000
  -0.34598	  -1.49460	  -0.32670	  -1.70640	   0.44925	   0.47684	   0.00000
  -0.46360	  -1.64242	  -0.71393	  -2.25030	  -0.87963	   0.55080	   0.00000
   0.48148	  -0.39248	  -2.03810	   0.96236	   1.28750	  -0.24432	   0.00000
  -1.54080	   0.93806	  -0.50631	  -0.92029	  -0.91194	   0.37712	   1.00000
   0.06326	  -0.77552	   0.67193	   0.55543	  -1.73233	   0.93581	   0.00000
   0.15651	   1.43062	   1.22552	   1.49367	  -1.34516	   1.08862	   1.00000
   0.23218	  -0.59731	  -1.02526	  -0.85384	  -1.05654	   0.94229	   1.00000
  -0.59732	   0.41538	   0.29135	   0.41183	   0.04480	   0.56942	   0.00000
  -0.23792	  -0.49670	  -0.59177	   0.41996	   0.34499	   0.12780	   0.00000
  -1.42406	   0.45517	   0.74882	   1.08348	  -1.57129	  -1.60786	   0.00000
  -0.49332	   1.39694	   1.67246	   0.76930	   0.50129	   0.99201	   1.00000
  -0.54286	   0.96033	   0.83959	   0.90615	   0.50567	   2.03342	   1.00000
   0.41605	   1.66949	   1.71795	  -1.79447	   0.26739	   0.87200	   1.00000
  -1.15618	  -0.72505	  -1.64587	  -1.69345	   0.23462	   1.21571	   0.00000
   0.78120	  -1.13568	  -1.72350	   1.08009	   0.81276	   1.08359	   0.00000
   1.49448	  -1.23311	   1.67819	   2.91484	   0.85224	   0.07714	   1.00000
  -2.06999	  -0.22712	   0.62799	  -0.62731	   1.36400	   0.94335	   0.00000
   0.42626	  -1.28549	  -1.23006	  -1.07049	  -1.57330	   1.18062	   0.00000
   0.67691	  -0.93181	   0.20637	  -1.09642	   0.44495	   1.71334	   1.00000
  -0.63744	  -0.76068	   1.74337	   1.26929	   1.07572	   0.83496	   0.00000
  -0.39727	   3.22050	   0.23465	  -0.06702	  -2.10312	  -0.34093	   1.00000
  -0.13288	   0.22094	   0.76071	   0.46839	   0.03436	  -1.42175	   1.00000
  -0.29779	  -0.06291	  -0.33856	  -0.22782	   1.17816	  -0.99182	   0.00000
  -0.30901	  -0.62989	  -0.21030	  -1.69697	  -1.42667	   1.37146	   0.00000
  -1.67600	  -1.07321	   0.00596	  -0.12946	  -0.01318	  -2.81386	   0.00000
   1.15233	   0.00106	   1.42608	   1.39105	  -0.26675	   1.59282	   1.00000
   1.07962	  -1.01772	   0.01422	  -0.88325	  -0.00931	   0.05146	   0.00000
  -0.81336	  -1.57433	  -0.44066	  -0.53707	  -0.58847	  -0.33504	   0.00000
  -1.46642	  -1.63543	   0.27050	  -2.78196	   1.75387	   0.16810	   0.00000
   0.52106	   1.70431	  -1.07474	   1.00522	   1.11615	   2.08304	   1.00000
  -0.57579	  -0.66177	  -1.34265	   0.02916	  -0.10201	   0.17234	   0.00000
   0.14195	  -1.65992	  -0.17169	   0.10690	  -0.23096	  -0.75255	   1.00000
  -0.31933	  -0.33339	  -1.24448	   0.15413	  -1.26948	  -0.62039	   1.00000
   0.69154	   0.67776	  -0.89745	   0.43131	  -0.56074	  -0.43105	   1.00000
   0.69475	  -0.01047	  -0.02730	  -0.05321	  -0.43045	   0.87273	   1.00000
  -0.72560	  -1.13232	   1.34852	  -0.22218	  -0.32537	  -1.65618	   0.00000
  -1.38336	  -0.09044	  -0.27897	  -1.29273	   1.48086	  -0.06514	   0.00000
  -1.58294	  -0.58791	   1.02517	   2.04671	   0.73169	  -0.20497	   0.00000
   0.61038	   1.02761	   0.11809	   0.67178	  -0.26843	  -0.63679	   1.00000
  -1.18886	   1.46217	  -0.37788	  -1.46434	   0.48550	  -0.44737	   1.00000
  -0.50682	   0.24524	  -0.21413	  -0.51618	   0.30310	  -0.45136	   0.00000
  -0.59631	  -1.85689	   0.40784	   0.87061	  -0.89141	   1.03166	   0.00000
  -0.05257	  -0.20753	   0.31737	  -0.74004	  -1.41472	  -0.62724	   0.00000
  -1.93628	   0.09245	   0.36964	   1.75216	   0.03805	   0.83261	   0.00000
   0.18878	  -0.54344	  -3.55186	   0.73928	  -0.72998	   0.68304	   1.00000
   0.52389	  -0.50160	  -0.02497	   1.10752	  -0.26789	  -1.32538	   0.00000
   0.08842	   0.38582	   1.02154	  -0.94960	  -0.31014	  -0.57275	   1.00000
  -0.31089	   0.58886	   0.61166	  -0.29715	   0.03508	   1.12357	   1.00000
   0.09740	   1.15864	  -0.87356	  -1.77951	   0.24024	   0.32319	   1.00000
   0.39905	  -0.74752	   1.91580	  -0.36641	   0.70292	   0.75577	   1.00000
  -2.77259	  -0.24346	   1.07582	   0.37743	   2.78742	  -1.14406	   0.00000
   1.95591	  -0.13106	   1.04076	  -0.36376	  -0.17211	   1.22303	   1.00000
   0.39009	   0.26676	  -0.12628	   1.03823	  -0.69866	   0.47685	   1.00000
  -0.65241	   0.52598	  -0.16152	   0.92703	   1.15235	   0.26387	   0.00000
  -0.39095	   0.11212	  -1.10253	   0.99099	  -1.33547	  -0.36668	   1.00000
   0.49374	  -0.53328	   0.71697	   0.46177	   0.01915	  -0.17683	   0.00000
  -0.11610	   0.84079	   1.91144	  -1.78544	   1.12374	  -1.62057	   1.00000
  -2.03068	   1.04887	  -0.71752	   1.10727	  -0.35111	   1.70694	   1.00000
   2.06449	   1.61497	  -0.28386	  -0.45531	  -0.41776	   0.81020	   1.00000
  -0.11054	   0.93184	   0.18153	  -0.18965	  -0.90813	   0.30113	   1.00000
   1.02017	  -2.27124	   0.05100	   0.73457	  -0.24990	   1.58450	   0.00000
  -0.69205	  -0.73822	   0.16010	  -0.15847	  -0.18462	   1.37114	   0.00000
   1.53638	   0.04733	   1.32060	   0.12567	  -1.61338	  -0.94280	   0.00000
   0.28634	   0.18569	  -2.00747	  -0.43965	  -0.87622	   1.64578	   1.00000
   0.60884	  -1.30582	   1.14051	   1.78993	   1.62215	  -1.03286	   1.00000
  -1.04525	  -0.70642	   1.07747	   0.42910	   0.21613	  -0.26719	   0.00000
   1.21115	  -0.17919	  -0.30102	  -1.14299	   0.44761	  -1.48024	   1.00000
   0.68982	   0.50385	  -0.01587	   0.13566	   0.27942	   1.98490	   1.00000
   1.30185	  -0.62630	   0.29491	   0.27049	   0.87184	  -0.56262	   0.00000
  -0.62809	  -0.02828	  -0.91555	  -2.90285	  -0.19447	   0.08498	   1.00000
  -0.48103	  -0.71550	   0.05113	   0.26358	  -0.62525	   0.28222	   0.00000
   2.30392	   0.48784	  -0.91837	  -0.23029	  -0.75934	   0.72283	   1.00000
  -1.06002	  -0.08434	   0.40595	   1.44117	  -1.45834	  -0.77832	   0.00000
  -0.13595	   1.77379	  -0.98478	   0.78997	  -1.43336	  -1.24734	   1.00000
   1.13689	  -0.44339	  -0.30636	   0.70977	  -2.10124	   0.21936	   1.00000
   0.09772	  -1.08207	   0.27686	  -0.16709	   0.42505	   1.01450	   0.00000
   0.58295	  -0.51271	   0.67992	  -1.16337	   0.96677	  -0.03298	   0.00000
  -0.39945	  -0.44602	   0.13744	   0.83144	   0.21563	   0.22282	   0.00000
   0.37006	   1.89001	  -1.77682	  -0.52232	   1.45744	   1.14454	   1.00000
  -1.30653	   1.33738	   1.04589	  -0.60251	  -1.27114	  -0.70940	   1.00000
   1.65813	   0.30396	  -1.50040	  -1.04264	   0.65891	  -0.78413	   1.00000
  -0.11816	  -0.11288	   0.28596	  -1.09710	   0.56385	  -1.02216	   0.00000
  -0.68018	  -2.21150	   0.44568	   0.07512	   1.14744	  -0.59944	   0.00000
   0.66638	  -0.76598	   2.71155	  -0.00610	   0.13757	   2.60388	   0.00000
  -0.46072	   0.01216	   0.03163	   0.53580	  -0.22672	  -0.03520	   0.00000
  -1.33426	  -0.55536	   0.02376	  -0.34963	  -0.14792	  -1.00695	   0.00000
  -1.34672	   1.85554	   1.38594	   0.19469	  -0.01634	   0.76141	   1.00000
   0.69377	   0.91795	  -0.21006	  -1.06013	   1.49577	  -0.31515	   1.00000
  -0.15957	   0.23524	   0.52565	  -0.30556	   1.54709	  -0.47875	   1.00000
